Materials and Supplies-General Operating Fund-Police-General Hardware and Minor Tools,10215
Purchase of Services-General Operating Fund-Police-Ground and Building Rental,720
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Police-Highway Falls",15000
"Personal Services-General Operating Fund-Police-Holiday ""G""(2/3 Shift) Dual/relief",364
"Personal Services-General Operating Fund-Police-Holiday ""G""(2/3 Shifts)",850057
Personal Services-General Operating Fund-Police-Holiday Pay-annual,18923560
Materials and Supplies-General Operating Fund-Police-Hospital and Laboratory,657836
Equipment-General Operating Fund-Police-Hospital and Laboratory,6501
Purchase of Services-General Operating Fund-Police-Information Technology-prof Service,46000
Equipment-General Operating Fund-Police-Janitorial and Laundry,1678
"Materials and Supplies-General Operating Fund-Police-Janitorial, Laundry and Household",260769
Purchase of Services-General Operating Fund-Police-Licenses Permits Inspection Charges,100
Materials and Supplies-General Operating Fund-Police-Liquid Propane Gas (LPG),4980
Materials and Supplies-General Operating Fund-Police-Lubricants,300
Purchase of Services-General Operating Fund-Police-Maint/support-computr Hardware/soft,11509
Materials and Supplies-General Operating Fund-Police-Motor Vehicle Parts and Accessories,31018
Materials and Supplies-General Operating Fund-Police-Nautical and Aeronautical,332781
Equipment-General Operating Fund-Police-Office Equipment,84299
Materials and Supplies-General Operating Fund-Police-Office Materials and Supplies,521617
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Police-Other Misc Claims - Non-punitive",5000
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Police-Other Non-automotive",665000
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Police-Other Non-automotive",200
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Police-Other Non-automotive/non-punitive",17668
Purchase of Services-General Operating Fund-Police-Overtime Meals,337686
Personal Services-General Operating Fund-Police-Overtime-2.5x Hourly Rate,501067
Personal Services-General Operating Fund-Police-Overtime-civilian,2865508
Personal Services-General Operating Fund-Police-Overtime/shift-dual/relief,273
Personal Services-General Operating Fund-Police-Overtime/shift-uniform,45352197
Personal Services-General Operating Fund-Police-Perm Full Time-civilian,31870927
Personal Services-General Operating Fund-Police-Perm Full Time-uniform,405083831
Materials and Supplies-General Operating Fund-Police-Plumbing/air Conditioning/space Htg,2863
Equipment-General Operating Fund-Police-Plumbing/air Conditioning/space Htg,165
Personal Services-General Operating Fund-Police-Plus/minus Gross Adj,1790943
Purchase of Services-General Operating Fund-Police-Postage,112881
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Police-Pothole Damages-non-punitive Damage",150
"Equipment-General Operating Fund-Police-Precision, Photographic and Artists",3369
"Materials and Supplies-General Operating Fund-Police-Precision, Photographic and Artists",1133351
Materials and Supplies-General Operating Fund-Police-Printing,144775
Purchase of Services-General Operating Fund-Police-Professional Consult/spec Services,1812565
Purchase of Services-General Operating Fund-Police-Purchase of Services Control,5000
Purchase of Services-General Operating Fund-Police-Purchase Services-imprest Advances,536
Equipment-General Operating Fund-Police-Recreational and Educational,13576
Purchase of Services-General Operating Fund-Police-Refuse/garbage/silt/sludge Removal,77991
Purchase of Services-General Operating Fund-Police-Rents,152207
Purchase of Services-General Operating Fund-Police-Repair and Maintenance Charges,964589
Purchase of Services-General Operating Fund-Police-Return of Fugitives,82007
Personal Services-General Operating Fund-Police-Salary Control,7112228
Personal Services-General Operating Fund-Police-School Crossing Guards,10005424
Purchase of Services-General Operating Fund-Police-Seminar and Training Sessions,294877
Personal Services-General Operating Fund-Police-Shift,234286
Personal Services-General Operating Fund-Police-Sick Pay(b Time)-civilian,17967
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Police-Sidewalk Falls",13600
Materials and Supplies-General Operating Fund-Police-Small Power Tools and Hand Tools,3616
Purchase of Services-General Operating Fund-Police-Telephone,3907
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Police-Towing - Other Non-punitive Damages",2324
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Police-Towing -- Abandoned Vehicles",347
Purchase of Services-General Operating Fund-Police-Transportation,111757
Personal Services-General Operating Fund-Police-Uniform Iod Pay (Heart & Lung),18652774
Personal Services-General Operating Fund-Police-Uniform Stress Pay,28956647
Purchase of Services-Grants Revenue Fund-Police-Commercial off-shelf Comp Software,158120
Equipment-Grants Revenue Fund-Police-Computer Equipment & Peripherals,201498
Materials and Supplies-Grants Revenue Fund-Police-Dry Goods/notions/wearing Apparel,2278781
Purchase of Services-Grants Revenue Fund-Police-Dues,8925
Materials and Supplies-Grants Revenue Fund-Police-Electrical and Communication,132863
Equipment-Grants Revenue Fund-Police-Electrical Lighting Communication,1901
Personal Services-Grants Revenue Fund-Police-FICA Taxes,1503
Equipment-Grants Revenue Fund-Police-Furniture and Furnishings,175564
Materials and Supplies-Grants Revenue Fund-Police-Gasoline,17314
Equipment-Grants Revenue Fund-Police-General Equipment and Machinery,9989
Personal Services-Grants Revenue Fund-Police-Group Legal Insurance,3828
Personal Services-Grants Revenue Fund-Police-Group Life Insurance,1316
Equipment-Grants Revenue Fund-Police-Hospital and Laboratory,352871
Purchase of Services-Grants Revenue Fund-Police-Information Technology-prof Service,607916
"Materials and Supplies-Grants Revenue Fund-Police-Janitorial, Laundry and Household",40
Purchase of Services-Grants Revenue Fund-Police-Maint/support-computr Hardware/soft,233008
Personal Services-Grants Revenue Fund-Police-Medical Health & Welfare Credit,180583
Personal Services-Grants Revenue Fund-Police-Medicare Tax,9796
Materials and Supplies-Grants Revenue Fund-Police-Motor Vehicle Parts and Accessories,8051
Equipment-Grants Revenue Fund-Police-Nautical and Aeronautical,636996
Equipment-Grants Revenue Fund-Police-Office Equipment,52086
Materials and Supplies-Grants Revenue Fund-Police-Office Materials and Supplies,278
Personal Services-Grants Revenue Fund-Police-Overtime-civilian,362622
Personal Services-Grants Revenue Fund-Police-Overtime/shift-uniform,1128292
Payments to Other Funds-Grants Revenue Fund-Police-Payments To Capital Projects Fund,3327500
Personal Services-Grants Revenue Fund-Police-Pension-actual,86274
Personal Services-Grants Revenue Fund-Police-Perm Full Time-civilian,32471
Personal Services-Grants Revenue Fund-Police-Perm Full Time-uniform,818754
"Equipment-Grants Revenue Fund-Police-Precision, Photographic and Artists",64013
"Materials and Supplies-Grants Revenue Fund-Police-Precision, Photographic and Artists",552
Materials and Supplies-Grants Revenue Fund-Police-Printing,749
Purchase of Services-Grants Revenue Fund-Police-Professional Consult/spec Services,1326128
Materials and Supplies-Grants Revenue Fund-Police-Recreational and Educational,15133
Purchase of Services-Grants Revenue Fund-Police-Rents,810500
Purchase of Services-Grants Revenue Fund-Police-Repair and Maintenance Charges,37066
Purchase of Services-Grants Revenue Fund-Police-Seminar and Training Sessions,232758
Purchase of Services-Grants Revenue Fund-Police-Telephone,2845
Purchase of Services-Grants Revenue Fund-Police-Transportation,42750
Personal Services-Grants Revenue Fund-Police-Uniform Stress Pay,46215
Equipment-Grants Revenue Fund-Police-Vehicles -- Motor and Motorless,349601
Personal Services-Grants Revenue Fund-Police-Worker's Comp-disability Comp,55045
Purchase of Services-Airport Operating Fund-Police-Cleaning and Laundering,77479
Materials and Supplies-Airport Operating Fund-Police-Dry Goods/notions/wearing Apparel,77500
"Personal Services-Airport Operating Fund-Police-Holiday ""G""(2/3 Shifts)",15006
Personal Services-Airport Operating Fund-Police-Holiday Pay-annual,410463
Purchase of Services-Airport Operating Fund-Police-Overtime Meals,21
Personal Services-Airport Operating Fund-Police-Overtime-2.5x Hourly Rate,2656
Personal Services-Airport Operating Fund-Police-Overtime-civilian,3665
Personal Services-Airport Operating Fund-Police-Overtime/shift-uniform,2221397
Personal Services-Airport Operating Fund-Police-Perm Full Time-civilian,403285
Personal Services-Airport Operating Fund-Police-Perm Full Time-uniform,10434597
Personal Services-Airport Operating Fund-Police-Plus/minus Gross Adj,19555
Personal Services-Airport Operating Fund-Police-Salary Control,252864
Personal Services-Airport Operating Fund-Police-Shift,4156
Personal Services-Airport Operating Fund-Police-Uniform Iod Pay (Heart & Lung),49372
Personal Services-Airport Operating Fund-Police-Uniform Stress Pay,751272
Purchase of Services-General Operating Fund-Streets-Advertising/Promotional Activities,472293
Materials and Supplies-General Operating Fund-Streets-Agricultural and Botanical,4680
Equipment-General Operating Fund-Streets-Agricultural and Botanical,2186
Purchase of Services-General Operating Fund-Streets-Architectural & Engineering Srvcs,31634
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Streets-Auto - Motor Vehicle",1305250
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Streets-Auto -- Motor Vehicle",9542
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Streets-Auto-motor Vehicle/non-punitive Dam",127496
"Equipment-General Operating Fund-Streets-Bakeshop, Dining Room and Kitchen",464
Materials and Supplies-General Operating Fund-Streets-Books and Other Publications,3560
Materials and Supplies-General Operating Fund-Streets-Building and Construction,591983
Materials and Supplies-General Operating Fund-Streets-Chemicals and Gases,1327787
Purchase of Services-General Operating Fund-Streets-Cleaning and Laundering,9967
Purchase of Services-General Operating Fund-Streets-Commercial off-shelf Comp Software,10948
Equipment-General Operating Fund-Streets-Computer Equipment & Peripherals,7948
"Equipment-General Operating Fund-Streets-Construction, Dredging, Conveying",1470
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Streets-Contract Claims-city Breach Contrct",875000
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Streets-Contributions-ed & Non-prof Rec Org",48171
Materials and Supplies-General Operating Fund-Streets-Dry Goods/notions/wearing Apparel,247707
Personal Services-General Operating Fund-Streets-Dual/relief-full time-civilian,1559384
Purchase of Services-General Operating Fund-Streets-Dues,17360
Materials and Supplies-General Operating Fund-Streets-Electrical and Communication,804550
