FY,Character_Title,Fund_Title,Department_Title,SubObjTitle,budget
2013,Purchase of Services,Water Operating Fund,MDO-Office of Technology,Commercial off-shelf Comp Software,1180173.86
2013,Purchase of Services,Airport Operating Fund,MDO-Office of Technology,Commercial off-shelf Comp Software,142351.41
2013,Purchase of Services,Community Development Fund,Office of Housing,Commercial off-shelf Comp Software,934.15
2013,Purchase of Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Commercial off-shelf Comp Software,15804.6
2013,Purchase of Services,General Operating Fund,Office of Supportive Housing,Commercial off-shelf Comp Software,8909.39
2013,Purchase of Services,General Operating Fund,Police,Commercial off-shelf Comp Software,85948.42
2013,Purchase of Services,Grants Revenue Fund,Police,Commercial off-shelf Comp Software,285678.24
2013,Purchase of Services,General Operating Fund,Public Property,Commercial off-shelf Comp Software,1177.3
2013,Purchase of Services,General Operating Fund,Records,Commercial off-shelf Comp Software,1096.64
2013,Purchase of Services,General Operating Fund,Revenue,Commercial off-shelf Comp Software,322.41
2013,Purchase of Services,Water Operating Fund,Water,Commercial off-shelf Comp Software,36055.8
2013,Debt Service,General Operating Fund,Sinking Fund Commission,Commitment Fee Expense,1103633.98
2013,Debt Service,Airport Operating Fund,Sinking Fund Commission,Commitment Fee Expense,2641215.5
2013,Equipment,Grants Revenue Fund,1st Judicial District,Computer Equipment & Peripherals,6091
2013,Equipment,General Operating Fund,Board of Ethics,Computer Equipment & Peripherals,5961
2013,Equipment,Undistributed Pension Funds,Board of Pensions,Computer Equipment & Peripherals,4718
2013,Equipment,General Operating Fund,Board of Revision of Taxes,Computer Equipment & Peripherals,981
2013,Equipment,General Operating Fund,City Commissioners,Computer Equipment & Peripherals,21924
2013,Equipment,Grants Revenue Fund,City Controller,Computer Equipment & Peripherals,18396
2013,Equipment,General Operating Fund,City Council,Computer Equipment & Peripherals,125045.98
2013,Equipment,General Operating Fund,City Planning Commission,Computer Equipment & Peripherals,7813.65
2013,Equipment,General Operating Fund,City Representative,Computer Equipment & Peripherals,62
2013,Equipment,General Operating Fund,City Treasurer,Computer Equipment & Peripherals,1996.74
2013,Equipment,Airport Operating Fund,Commerce,Computer Equipment & Peripherals,174578.54
2013,Equipment,General Operating Fund,Director of Finance,Computer Equipment & Peripherals,27163.98
2013,Equipment,General Operating Fund,District Attorney,Computer Equipment & Peripherals,38389
2013,Equipment,Grants Revenue Fund,District Attorney,Computer Equipment & Peripherals,137881.67
2013,Equipment,General Operating Fund,Fire,Computer Equipment & Peripherals,1586.15
2013,Equipment,General Operating Fund,Fleet Management,Computer Equipment & Peripherals,953
2013,Equipment,Water Operating Fund,Fleet Management,Computer Equipment & Peripherals,264
2013,Equipment,Airport Operating Fund,Fleet Management,Computer Equipment & Peripherals,264
2013,Equipment,General Operating Fund,Free Library,Computer Equipment & Peripherals,33653.2
2013,Equipment,Grants Revenue Fund,Free Library,Computer Equipment & Peripherals,26314.99
2013,Equipment,General Operating Fund,Health,Computer Equipment & Peripherals,101597.92
2013,Equipment,Grants Revenue Fund,Health,Computer Equipment & Peripherals,103941.34
2013,Equipment,General Operating Fund,Human Services,Computer Equipment & Peripherals,43537.3
2013,Equipment,Grants Revenue Fund,Human Services,Computer Equipment & Peripherals,189314.68
2013,Equipment,General Operating Fund,Licenses & Inspections,Computer Equipment & Peripherals,5072.52
2013,Equipment,General Operating Fund,Managing Director,Computer Equipment & Peripherals,14426.91
2013,Equipment,Grants Revenue Fund,Managing Director,Computer Equipment & Peripherals,612152.8
2013,Equipment,General Operating Fund,Mayor-Office of The Inspector General,Computer Equipment & Peripherals,1870
2013,Equipment,Grants Revenue Fund,Mayor's Office,Computer Equipment & Peripherals,6698.02
2013,Equipment,General Operating Fund,MDO-Office of Technology,Computer Equipment & Peripherals,1417842.04
2013,Equipment,Water Operating Fund,MDO-Office of Technology,Computer Equipment & Peripherals,767927.86
2013,Equipment,Airport Operating Fund,MDO-Office of Technology,Computer Equipment & Peripherals,607262.65
2013,Equipment,Community Development Fund,Office of Housing,Computer Equipment & Peripherals,8300.2
2013,Equipment,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Computer Equipment & Peripherals,71600
2013,Equipment,General Operating Fund,Office of Property Assessments,Computer Equipment & Peripherals,971
2013,Equipment,General Operating Fund,Office of Supportive Housing,Computer Equipment & Peripherals,26802.7
2013,Equipment,General Operating Fund,Personnel,Computer Equipment & Peripherals,2480.29
2013,Equipment,General Operating Fund,Police,Computer Equipment & Peripherals,212582.6
2013,Equipment,Grants Revenue Fund,Police,Computer Equipment & Peripherals,457770.61
2013,Equipment,General Operating Fund,Prisons,Computer Equipment & Peripherals,268325.06
2013,Equipment,General Operating Fund,Public Property,Computer Equipment & Peripherals,30700
2013,Equipment,General Operating Fund,Recreation,Computer Equipment & Peripherals,499
2013,Equipment,General Operating Fund,Revenue,Computer Equipment & Peripherals,52551
2013,Equipment,Water Operating Fund,Revenue,Computer Equipment & Peripherals,199.9
2013,Equipment,General Operating Fund,Sheriff,Computer Equipment & Peripherals,41908
2013,Equipment,General Operating Fund,Streets,Computer Equipment & Peripherals,3222.11
2013,Equipment,Water Operating Fund,Water,Computer Equipment & Peripherals,29992.35
2013,Equipment,Water Operating Fund,Fleet Management,"Construction, Dredging, Conveying",1697
2013,Equipment,Grants Revenue Fund,Free Library,"Construction, Dredging, Conveying",151.5
2013,Equipment,Grants Revenue Fund,Health,"Construction, Dredging, Conveying",490.5
2013,Equipment,General Operating Fund,Licenses & Inspections,"Construction, Dredging, Conveying",735
2013,Equipment,Grants Revenue Fund,Police,"Construction, Dredging, Conveying",530
2013,Equipment,General Operating Fund,Streets,"Construction, Dredging, Conveying",2205
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Human Services,Contract Claims-city Breach Contrct,357548.08
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Law,Contract Claims-city Breach Contrct,13000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Personnel,Contract Claims-city Breach Contrct,10000
2013,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Contract Claims-city Breach Contrct,33269.66
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Records,Contributions Control,183.02
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Director of Finance,Contributions-ed & Non-prof Rec Org,94399207
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Office of Arts & Culture,Contributions-ed & Non-prof Rec Org,155688
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Recreation,Contributions-ed & Non-prof Rec Org,3546000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Streets,Contributions-ed & Non-prof Rec Org,48171
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Art Museum,Contributions-gov & Non-prof Not Ed,2300000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Atwater Kent Museum,Contributions-gov & Non-prof Not Ed,50000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Commerce,Contributions-gov & Non-prof Not Ed,500000
2013,"Contributions, Indemnities, Refunds, Taxes",Hotel Tax Fund,Commerce,Contributions-gov & Non-prof Not Ed,50542000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Director of Finance,Contributions-gov & Non-prof Not Ed,3695915.04
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Office of Arts & Culture,Contributions-gov & Non-prof Not Ed,1840000
2013,Materials and Supplies,General Operating Fund,City Council,Cordage and Fibers,1569.51
2013,Materials and Supplies,General Operating Fund,Fire,Cordage and Fibers,6870.44
2013,Materials and Supplies,Grants Revenue Fund,Fire,Cordage and Fibers,149.19
2013,Materials and Supplies,General Operating Fund,Free Library,Cordage and Fibers,946.44
2013,Materials and Supplies,General Operating Fund,Health,Cordage and Fibers,493
2013,Materials and Supplies,General Operating Fund,Police,Cordage and Fibers,6543.75
2013,Materials and Supplies,General Operating Fund,Streets,Cordage and Fibers,59.99
2013,Materials and Supplies,Water Operating Fund,Water,Cordage and Fibers,5111.26
2013,Purchase of Services,General Operating Fund,Board of Ethics,Court Reporters,1676.15
2013,Purchase of Services,General Operating Fund,Board of Licenses & Inspections,Court Reporters,9099.6
2013,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Court Reporters,6638.25
2013,Purchase of Services,General Operating Fund,Board of Revision of Taxes,Court Reporters,7088.75
2013,Purchase of Services,General Operating Fund,City Commissioners,Court Reporters,16388
2013,Purchase of Services,General Operating Fund,City Council,Court Reporters,145387.73
2013,Purchase of Services,General Operating Fund,City Planning Commission,Court Reporters,1445.95
2013,Purchase of Services,General Operating Fund,Commission On Human Relations,Court Reporters,14463.65
2013,Purchase of Services,General Operating Fund,Director of Finance,Court Reporters,13747.85
2013,Purchase of Services,General Operating Fund,Human Services,Court Reporters,7368.53
2013,Purchase of Services,Grants Revenue Fund,Human Services,Court Reporters,28723.57
2013,Purchase of Services,General Operating Fund,Law,Court Reporters,96921.99
2013,Purchase of Services,Water Operating Fund,Law,Court Reporters,494335.52
2013,Purchase of Services,General Operating Fund,Office of Property Assessments,Court Reporters,707.05
2013,Purchase of Services,General Operating Fund,Personnel,Court Reporters,393.8
2013,Purchase of Services,General Operating Fund,Revenue,Court Reporters,5162.19
2013,Purchase of Services,General Operating Fund,Zoning Board,Court Reporters,29607.5
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Licenses & Inspections,Demolition Damages,172100
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Licenses & Inspections,Demolition Injuries,1896
2013,Purchase of Services,General Operating Fund,Licenses & Inspections,Demolition of Buildings,5911347.54
2013,Purchase of Services,Grants Revenue Fund,Licenses & Inspections,Demolition of Buildings,1496886.45
2013,Materials and Supplies,General Operating Fund,City Commissioners,Dry Goods/notions/wearing Apparel,84.8
2013,Materials and Supplies,Airport Operating Fund,Commerce,Dry Goods/notions/wearing Apparel,152044.54
2013,Materials and Supplies,General Operating Fund,District Attorney,Dry Goods/notions/wearing Apparel,24500
2013,Materials and Supplies,Grants Revenue Fund,District Attorney,Dry Goods/notions/wearing Apparel,32325.64
2013,Materials and Supplies,General Operating Fund,Fire,Dry Goods/notions/wearing Apparel,4260259.69
2013,Materials and Supplies,Grants Revenue Fund,Fire,Dry Goods/notions/wearing Apparel,9772.55
2013,Materials and Supplies,Airport Operating Fund,Fire,Dry Goods/notions/wearing Apparel,66000
2013,Materials and Supplies,General Operating Fund,Fleet Management,Dry Goods/notions/wearing Apparel,130402.51
2013,Materials and Supplies,Water Operating Fund,Fleet Management,Dry Goods/notions/wearing Apparel,1872.79
2013,Materials and Supplies,Airport Operating Fund,Fleet Management,Dry Goods/notions/wearing Apparel,297.5
2013,Materials and Supplies,General Operating Fund,Free Library,Dry Goods/notions/wearing Apparel,7329.57
2013,Materials and Supplies,Grants Revenue Fund,Free Library,Dry Goods/notions/wearing Apparel,26030.31
2013,Materials and Supplies,General Operating Fund,Health,Dry Goods/notions/wearing Apparel,27630.12
2013,Materials and Supplies,Grants Revenue Fund,Health,Dry Goods/notions/wearing Apparel,11263.89
2013,Materials and Supplies,Acute Care Hospital Assessment Fund,Health,Dry Goods/notions/wearing Apparel,300
2013,Materials and Supplies,General Operating Fund,Human Services,Dry Goods/notions/wearing Apparel,28640.12
2013,Materials and Supplies,Grants Revenue Fund,Human Services,Dry Goods/notions/wearing Apparel,58696.36
2013,Materials and Supplies,General Operating Fund,Licenses & Inspections,Dry Goods/notions/wearing Apparel,11529.3
2013,Materials and Supplies,General Operating Fund,Managing Director,Dry Goods/notions/wearing Apparel,24139.3
2013,Materials and Supplies,Grants Revenue Fund,Managing Director,Dry Goods/notions/wearing Apparel,200.25
