FY,Character_Title,Fund_Title,Department_Title,SubObjTitle,budget
2014,Personal Services,Grants Revenue Fund,Managing Director,Worker's Comp-disability Comp,1074
2014,Materials and Supplies,General Operating Fund,Police,"Animal, Livestock and Marine Life",171277
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Auto - Motor Vehicle,4740067
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Auto -- Motor Vehicle,5700
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Auto-motor Vehicle/non-punitive Dam,66072
2014,Equipment,General Operating Fund,Police,"Bakeshop, Dining Room and Kitchen",249
2014,Materials and Supplies,General Operating Fund,Police,Books and Other Publications,54275
2014,Materials and Supplies,General Operating Fund,Police,Building and Construction,35495
2014,Materials and Supplies,General Operating Fund,Police,Chemicals and Gases,21638
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Civil Rights,13553719
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Civil Rights - Attorney Fees,109724
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Civil Rights - Non-punitive Damages,750
2014,Purchase of Services,General Operating Fund,Police,Cleaning and Laundering,2992700
2014,Purchase of Services,General Operating Fund,Police,Commercial off-shelf Comp Software,3401
2014,Equipment,General Operating Fund,Police,Computer Equipment & Peripherals,92370
2014,Materials and Supplies,General Operating Fund,Police,Cordage and Fibers,1538
2014,Materials and Supplies,General Operating Fund,Police,Dry Goods/notions/wearing Apparel,3761808
2014,Purchase of Services,General Operating Fund,Police,Dues,5284
2014,Materials and Supplies,General Operating Fund,Police,Electrical and Communication,38274
2014,Equipment,General Operating Fund,Police,Electrical Lighting Communication,38437
2014,Purchase of Services,General Operating Fund,Police,Employee Relocation Expenses,426
2014,Equipment,General Operating Fund,Police,Fire Fighting and Emergency,18554
2014,Materials and Supplies,General Operating Fund,Police,Fire Fighting and Safety,717803
2014,Materials and Supplies,General Operating Fund,Police,Food,178071
2014,Equipment,General Operating Fund,Police,Furniture and Furnishings,148694
2014,Materials and Supplies,General Operating Fund,Police,Gasoline,109659
2014,Materials and Supplies,General Operating Fund,Police,General Equipment and Machinery,41498
2014,Equipment,General Operating Fund,Police,General Equipment and Machinery,600
2014,Materials and Supplies,General Operating Fund,Police,General Hardware and Minor Tools,10215
2014,Purchase of Services,General Operating Fund,Police,Ground and Building Rental,720
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Highway Falls,15000
2014,Personal Services,General Operating Fund,Police,"Holiday ""G""(2/3 Shift) Dual/relief",364
2014,Personal Services,General Operating Fund,Police,"Holiday ""G""(2/3 Shifts)",850057
2014,Personal Services,General Operating Fund,Police,Holiday Pay-annual,18923560
2014,Materials and Supplies,General Operating Fund,Police,Hospital and Laboratory,657836
2014,Equipment,General Operating Fund,Police,Hospital and Laboratory,6501
2014,Purchase of Services,General Operating Fund,Police,Information Technology-prof Service,46000
2014,Equipment,General Operating Fund,Police,Janitorial and Laundry,1678
2014,Materials and Supplies,General Operating Fund,Police,"Janitorial, Laundry and Household",260769
2014,Purchase of Services,General Operating Fund,Police,Licenses Permits Inspection Charges,100
2014,Materials and Supplies,General Operating Fund,Police,Liquid Propane Gas (LPG),4980
2014,Materials and Supplies,General Operating Fund,Police,Lubricants,300
2014,Purchase of Services,General Operating Fund,Police,Maint/support-computr Hardware/soft,11509
2014,Materials and Supplies,General Operating Fund,Police,Motor Vehicle Parts and Accessories,31018
2014,Materials and Supplies,General Operating Fund,Police,Nautical and Aeronautical,332781
2014,Equipment,General Operating Fund,Police,Office Equipment,84299
2014,Materials and Supplies,General Operating Fund,Police,Office Materials and Supplies,521617
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Other Misc Claims - Non-punitive,5000
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Other Non-automotive,665000
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Other Non-automotive,200
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Other Non-automotive/non-punitive,17668
2014,Purchase of Services,General Operating Fund,Police,Overtime Meals,337686
2014,Personal Services,General Operating Fund,Police,Overtime-2.5x Hourly Rate,501067
2014,Personal Services,General Operating Fund,Police,Overtime-civilian,2865508
2014,Personal Services,General Operating Fund,Police,Overtime/shift-dual/relief,273
2014,Personal Services,General Operating Fund,Police,Overtime/shift-uniform,45352197
2014,Personal Services,General Operating Fund,Police,Perm Full Time-civilian,31870927
2014,Personal Services,General Operating Fund,Police,Perm Full Time-uniform,405083831
2014,Materials and Supplies,General Operating Fund,Police,Plumbing/air Conditioning/space Htg,2863
2014,Equipment,General Operating Fund,Police,Plumbing/air Conditioning/space Htg,165
2014,Personal Services,General Operating Fund,Police,Plus/minus Gross Adj,1790943
2014,Purchase of Services,General Operating Fund,Police,Postage,112881
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Pothole Damages-non-punitive Damage,150
2014,Equipment,General Operating Fund,Police,"Precision, Photographic and Artists",3369
2014,Materials and Supplies,General Operating Fund,Police,"Precision, Photographic and Artists",1133351
2014,Materials and Supplies,General Operating Fund,Police,Printing,144775
2014,Purchase of Services,General Operating Fund,Police,Professional Consult/spec Services,1812565
2014,Purchase of Services,General Operating Fund,Police,Purchase of Services Control,5000
2014,Purchase of Services,General Operating Fund,Police,Purchase Services-imprest Advances,536
2014,Equipment,General Operating Fund,Police,Recreational and Educational,13576
2014,Purchase of Services,General Operating Fund,Police,Refuse/garbage/silt/sludge Removal,77991
2014,Purchase of Services,General Operating Fund,Police,Rents,152207
2014,Purchase of Services,General Operating Fund,Police,Repair and Maintenance Charges,964589
2014,Purchase of Services,General Operating Fund,Police,Return of Fugitives,82007
2014,Personal Services,General Operating Fund,Police,Salary Control,7112228
2014,Personal Services,General Operating Fund,Police,School Crossing Guards,10005424
2014,Purchase of Services,General Operating Fund,Police,Seminar and Training Sessions,294877
2014,Personal Services,General Operating Fund,Police,Shift,234286
2014,Personal Services,General Operating Fund,Police,Sick Pay(b Time)-civilian,17967
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Sidewalk Falls,13600
2014,Materials and Supplies,General Operating Fund,Police,Small Power Tools and Hand Tools,3616
2014,Purchase of Services,General Operating Fund,Police,Telephone,3907
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Towing - Other Non-punitive Damages,2324
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Towing -- Abandoned Vehicles,347
2014,Purchase of Services,General Operating Fund,Police,Transportation,111757
2014,Personal Services,General Operating Fund,Police,Uniform Iod Pay (Heart & Lung),18652774
2014,Personal Services,General Operating Fund,Police,Uniform Stress Pay,28956647
2014,Purchase of Services,Grants Revenue Fund,Police,Commercial off-shelf Comp Software,158120
2014,Equipment,Grants Revenue Fund,Police,Computer Equipment & Peripherals,201498
2014,Materials and Supplies,Grants Revenue Fund,Police,Dry Goods/notions/wearing Apparel,2278781
2014,Purchase of Services,Grants Revenue Fund,Police,Dues,8925
2014,Materials and Supplies,Grants Revenue Fund,Police,Electrical and Communication,132863
2014,Equipment,Grants Revenue Fund,Police,Electrical Lighting Communication,1901
2014,Personal Services,Grants Revenue Fund,Police,FICA Taxes,1503
2014,Equipment,Grants Revenue Fund,Police,Furniture and Furnishings,175564
2014,Materials and Supplies,Grants Revenue Fund,Police,Gasoline,17314
2014,Equipment,Grants Revenue Fund,Police,General Equipment and Machinery,9989
2014,Personal Services,Grants Revenue Fund,Police,Group Legal Insurance,3828
2014,Personal Services,Grants Revenue Fund,Police,Group Life Insurance,1316
2014,Equipment,Grants Revenue Fund,Police,Hospital and Laboratory,352871
2014,Purchase of Services,Grants Revenue Fund,Police,Information Technology-prof Service,607916
2014,Materials and Supplies,Grants Revenue Fund,Police,"Janitorial, Laundry and Household",40
2014,Purchase of Services,Grants Revenue Fund,Police,Maint/support-computr Hardware/soft,233008
2014,Personal Services,Grants Revenue Fund,Police,Medical Health & Welfare Credit,180583
2014,Personal Services,Grants Revenue Fund,Police,Medicare Tax,9796
2014,Materials and Supplies,Grants Revenue Fund,Police,Motor Vehicle Parts and Accessories,8051
2014,Equipment,Grants Revenue Fund,Police,Nautical and Aeronautical,636996
2014,Equipment,Grants Revenue Fund,Police,Office Equipment,52086
2014,Materials and Supplies,Grants Revenue Fund,Police,Office Materials and Supplies,278
2014,Personal Services,Grants Revenue Fund,Police,Overtime-civilian,362622
2014,Personal Services,Grants Revenue Fund,Police,Overtime/shift-uniform,1128292
2014,Payments to Other Funds,Grants Revenue Fund,Police,Payments To Capital Projects Fund,3327500
2014,Personal Services,Grants Revenue Fund,Police,Pension-actual,86274
2014,Personal Services,Grants Revenue Fund,Police,Perm Full Time-civilian,32471
2014,Personal Services,Grants Revenue Fund,Police,Perm Full Time-uniform,818754
2014,Equipment,Grants Revenue Fund,Police,"Precision, Photographic and Artists",64013
2014,Materials and Supplies,Grants Revenue Fund,Police,"Precision, Photographic and Artists",552
2014,Materials and Supplies,Grants Revenue Fund,Police,Printing,749
2014,Purchase of Services,Grants Revenue Fund,Police,Professional Consult/spec Services,1326128
2014,Materials and Supplies,Grants Revenue Fund,Police,Recreational and Educational,15133
2014,Purchase of Services,Grants Revenue Fund,Police,Rents,810500
2014,Purchase of Services,Grants Revenue Fund,Police,Repair and Maintenance Charges,37066
2014,Purchase of Services,Grants Revenue Fund,Police,Seminar and Training Sessions,232758
2014,Purchase of Services,Grants Revenue Fund,Police,Telephone,2845
2014,Purchase of Services,Grants Revenue Fund,Police,Transportation,42750
2014,Personal Services,Grants Revenue Fund,Police,Uniform Stress Pay,46215
2014,Equipment,Grants Revenue Fund,Police,Vehicles -- Motor and Motorless,349601
2014,Personal Services,Grants Revenue Fund,Police,Worker's Comp-disability Comp,55045
2014,Purchase of Services,Airport Operating Fund,Police,Cleaning and Laundering,77479
2014,Materials and Supplies,Airport Operating Fund,Police,Dry Goods/notions/wearing Apparel,77500
2014,Personal Services,Airport Operating Fund,Police,"Holiday ""G""(2/3 Shifts)",15006
2014,Personal Services,Airport Operating Fund,Police,Holiday Pay-annual,410463
2014,Purchase of Services,Airport Operating Fund,Police,Overtime Meals,21
2014,Personal Services,Airport Operating Fund,Police,Overtime-2.5x Hourly Rate,2656
2014,Personal Services,Airport Operating Fund,Police,Overtime-civilian,3665
